Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
28059,Commentaria Classica,Commentaria Classica,22835652,1,0.101
28060,Communio Viatorum,Communio Viatorum,103713,3,0.101
28061,Comprendre,Comprendre,11399759,2,0.101
28061,Comprendre,Comprendre, 23855002,2,0.101
28062,Comunicazioni Sociali,Comunicazioni Sociali,03928667,5,0.101
28062,Comunicazioni Sociali,Comunicazioni Sociali, 18277969,5,0.101
28063,Concentric,Concentric,17298792,5,0.101
28063,Concentric,Concentric, 17296897,5,0.101
28064,Connexe,Connexe,26732750,1,0.101
28064,Connexe,Connexe, 24065749,1,0.101
28065,Contemporary Chinese Thought,Contemporary Chinese Thought,15580997,6,0.101
28065,Contemporary Chinese Thought,Contemporary Chinese Thought, 10971467,6,0.101
28066,Control Engineering,Control Engineering,108049,9,0.101
28067,Convivium (Poland),Convivium (Poland),26576252,2,0.101
28067,Convivium (Poland),Convivium (Poland), 21968403,2,0.101
28068,Cornova,Cornova,27879151,1,0.101
28068,Cornova,Cornova, 18046983,1,0.101
28069,Croatica Christiana Periodica,Croatica Christiana Periodica,3507823,3,0.101
28070,Crossroads,Crossroads,23006250,2,0.101
28071,Cuaderno de Notas,Cuaderno de Notas,23868376,1,0.101
28071,Cuaderno de Notas,Cuaderno de Notas, 11381590,1,0.101
28072,Cuadernos de investigacion historica,Cuadernos de investigacion historica,2106272,1,0.101
28073,Cuadernos de Literatura,Cuadernos de Literatura,1228102,4,0.101
28074,Cultural Perspectives,Cultural Perspectives,25593439,0,0.101
28074,Cultural Perspectives,Cultural Perspectives, 1224239X,0,0.101
28075,Dacoromania,Dacoromania,15824438,3,0.101
28076,Dansk Teologisk Tidsskrift,Dansk Teologisk Tidsskrift,19023898,2,0.101
28076,Dansk Teologisk Tidsskrift,Dansk Teologisk Tidsskrift, 01053191,2,0.101
28077,Dante e l'Arte,Dante e l'Arte,23855355,2,0.101
28077,Dante e l'Arte,Dante e l'Arte, 23857269,2,0.101
28078,Danubius,Danubius,12205052,3,0.101
28079,Degres,Degres,3768163,2,0.101
28080,Dentistry Today,Dentistry Today,87502186,27,0.101
28081,Dermatologia Revista Mexicana,Dermatologia Revista Mexicana,1854038,10,0.101
28082,Design Engineering (Toronto),Design Engineering (Toronto),119342,7,0.101
28083,Diasporas,Diasporas,16375823,4,0.101
28084,Divadelni Revue,Divadelni Revue,8625409,2,0.101
28085,DNA Reporter,DNA Reporter,4185412,1,0.101
28086,Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800,Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800,26659492,1,0.101
28086,Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800,Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800, 09237771,1,0.101
28087,DOLOR,DOLOR,2140659,5,0.101
28088,Durkheimian Studies,Durkheimian Studies,17522307,7,0.101
28088,Durkheimian Studies,Durkheimian Studies, 1362024X,7,0.101
28089,Early Modern French Studies,Early Modern French Studies,20563035,4,0.101
28089,Early Modern French Studies,Early Modern French Studies, 20563043,4,0.101
28090,Early Modern Women,Early Modern Women,23784776,6,0.101
28090,Early Modern Women,Early Modern Women, 19330065,6,0.101
28091,Ecclesiastical Law Journal,Ecclesiastical Law Journal,0956618X,16,0.101
28091,Ecclesiastical Law Journal,Ecclesiastical Law Journal, 17518539,16,0.101
28092,Education and Culture,Education and Culture,10854908,3,0.101
28092,Education and Culture,Education and Culture, 15591786,3,0.101
28093,Eighteenth Century,Eighteenth Century,19350201,12,0.101
28093,Eighteenth Century,Eighteenth Century, 01935380,12,0.101
28094,Eirene,Eirene,461628,5,0.101
28095,English Linguistics,English Linguistics,9183701,9,0.101
28096,English Literature,English Literature,2420823X,1,0.101
28097,English Literature in Transition. 1880-1920,English Literature in Transition. 1880-1920,00138339,11,0.101
28097,English Literature in Transition. 1880-1920,English Literature in Transition. 1880-1920, 15592715,11,0.101
28098,Environmental Law and Management,Environmental Law and Management,10676058,9,0.101
28099,Eos (Poland),Eos (Poland),127825,2,0.101
28100,Ephemerides Liturgicae,Ephemerides Liturgicae,139505,5,0.101
28101,Erga-Logoi,Erga-Logoi,22809678,5,0.101
28101,Erga-Logoi,Erga-Logoi, 22823212,5,0.101
28102,Ermeneutica Letteraria,Ermeneutica Letteraria,18278957,1,0.101
28102,Ermeneutica Letteraria,Ermeneutica Letteraria, 18256619,1,0.101
28103,Ernahrung,Ernahrung,2501554,3,0.101
28104,Erudition and the Republic of Letters,Erudition and the Republic of Letters,24055050,5,0.101
28104,Erudition and the Republic of Letters,Erudition and the Republic of Letters, 24055069,5,0.101
28105,ES Review,ES Review,25311654,3,0.101
28105,ES Review,ES Review, 25311646,3,0.101
28106,Essays in Criticism,Essays in Criticism,00140856,11,0.101
28106,Essays in Criticism,Essays in Criticism, 14716852,11,0.101
28107,Estreno,Estreno,978663,2,0.101
28108,Estudios de Historia de Espana,Estudios de Historia de Espana,24690961,2,0.101
28108,Estudios de Historia de Espana,Estudios de Historia de Espana, 03280284,2,0.101
28109,Estudios de Linguistica del Espanol,Estudios de Linguistica del Espanol,11398736,5,0.101
28110,Estudis de Literatura Oral Popular,Estudis de Literatura Oral Popular,20147996,1,0.101
28111,Etudes balkaniques / Académie bulgare des sciences. Institut d'études balkaniques,Etudes balkaniques / Académie bulgare des sciences. Institut d'études balkaniques,03241645,1,0.101
28111,Etudes balkaniques / Académie bulgare des sciences. Institut d'études balkaniques,Etudes balkaniques / Académie bulgare des sciences. Institut d'études balkaniques, 25348574,1,0.101
28112,Etudes Classiques,Etudes Classiques,0014200X,7,0.101
28113,Etudes et Travaux,Etudes et Travaux,24499579,6,0.101
28113,Etudes et Travaux,Etudes et Travaux, 20846762,6,0.101
28114,Eugene O'Neill Review,Eugene O'Neill Review,21614318,3,0.101
28114,Eugene O'Neill Review,Eugene O'Neill Review, 10409483,3,0.101
28115,Euphorion - Zeitschrift fur Literaturgeschichte,Euphorion - Zeitschrift fur Literaturgeschichte,142328,4,0.101
28116,European Medieval Drama,European Medieval Drama,13782274,5,0.101
28116,European Medieval Drama,European Medieval Drama, 20310064,5,0.101
28117,Exartisis,Exartisis,11095350,1,0.101
28118,Exemplaria Classica,Exemplaria Classica,16993225,4,0.101
28119,Exploration Geophysics. Remote Sensing and Environment,Exploration Geophysics. Remote Sensing and Environment,18031447,2,0.101
28119,Exploration Geophysics. Remote Sensing and Environment,Exploration Geophysics. Remote Sensing and Environment, 18052266,2,0.101
28120,Explorations in Renaissance culture,Explorations in Renaissance culture,00982474,7,0.101
28120,Explorations in Renaissance culture,Explorations in Renaissance culture, 23526963,7,0.101
28121,F. Scott Fitzgerald Review,F. Scott Fitzgerald Review,15433951,2,0.101
28121,F. Scott Fitzgerald Review,F. Scott Fitzgerald Review, 17556333,2,0.101
28122,Family and Community History,Family and Community History,14631180,5,0.101
28123,Fichte-Studien,Fichte-Studien,18795811,3,0.101
28123,Fichte-Studien,Fichte-Studien, 09250166,3,0.101
28124,Filologia Mediolatina,Filologia Mediolatina,11240008,2,0.101
28125,Fire Risk Management,Fire Risk Management,17571324,8,0.101
28126,Folia Philosophica,Folia Philosophica,23539445,1,0.101
28126,Folia Philosophica,Folia Philosophica, 12310913,1,0.101
28127,Forum Prawnicze,Forum Prawnicze,2081688X,1,0.101
28127,Forum Prawnicze,Forum Prawnicze, 2720488X,1,0.101
28128,Franciscan Studies,Franciscan Studies,00805459,5,0.101
28128,Franciscan Studies,Franciscan Studies, 19459718,5,0.101
28129,Francofonia,Francofonia,1121953X,0,0.101
28129,Francofonia,Francofonia, 20365659,0,0.101
28130,French Forum,French Forum,15341836,8,0.101
28130,French Forum,French Forum, 00989355,8,0.101
28131,Fronteiras(Brazil),Fronteiras(Brazil),22389717,2,0.101
28131,Fronteiras(Brazil),Fronteiras(Brazil), 14158701,2,0.101
28132,Frontiers of Literary Studies in China,Frontiers of Literary Studies in China,16737423,6,0.101
28132,Frontiers of Literary Studies in China,Frontiers of Literary Studies in China, 16737318,6,0.101
28133,Fruhmittelalterliche Studien,Fruhmittelalterliche Studien,00719706,13,0.101
28133,Fruhmittelalterliche Studien,Fruhmittelalterliche Studien, 16130812,13,0.101
28134,Fruit Growing Research,Fruit Growing Research,23443723,4,0.101
28134,Fruit Growing Research,Fruit Growing Research, 22860304,4,0.101
28135,Gastric and Breast Cancer,Gastric and Breast Cancer,11097647,6,0.101
28135,Gastric and Breast Cancer,Gastric and Breast Cancer, 11097655,6,0.101
28136,Gemmae,Gemmae,2612789X,2,0.101
28136,Gemmae,Gemmae, 2704663X,2,0.101
28137,Geografski Obzornik,Geografski Obzornik,167274,5,0.101
28138,Geotechnical Engineering Education,Geotechnical Engineering Education,27327256,1,0.101
28139,German Historical Institute London Bulletin,German Historical Institute London Bulletin,2698552,5,0.101
28140,Germanisch-Romanische Monatsschrift,Germanisch-Romanische Monatsschrift,168904,6,0.101
28141,Germanoslavica (Czech Republic),Germanoslavica (Czech Republic),12109029,2,0.101
28142,Getty Research Journal,Getty Research Journal,23291249,4,0.101
28142,Getty Research Journal,Getty Research Journal, 19448740,4,0.101
28143,Giornale di Storia Costituzionale,Giornale di Storia Costituzionale,18277950,5,0.101
28143,Giornale di Storia Costituzionale,Giornale di Storia Costituzionale, 15930793,5,0.101
28144,Giornale Italiano di Endoscopia Digestiva,Giornale Italiano di Endoscopia Digestiva,3940225,3,0.101
28145,Giornale Storico della Letteratura Italiana,Giornale Storico della Letteratura Italiana,170496,2,0.101
28146,GMP Review,GMP Review,14764547,2,0.101
28147,Gnosis,Gnosis,2451859X,4,0.101
28147,Gnosis,Gnosis, 24518581,4,0.101
28148,Great Plains Quarterly,Great Plains Quarterly,2757664,11,0.101
28149,Gripla,Gripla,10185011,5,0.101
28150,Gymnasium,Gymnasium,3425231,5,0.101
28151,Gynakologische Praxis,Gynakologische Praxis,3418677,5,0.101
28152,Hagiographica,Hagiographica,11241225,2,0.101
28153,Haide Estudis Maragallians,Haide Estudis Maragallians,20143818,1,0.101
28154,Handelingen van de Koninklijke Commissie voor Toponymie,Handelingen van de Koninklijke Commissie voor Toponymie,7748396,3,0.101
28155,Haser,Haser,2172055X,2,0.101
28155,Haser,Haser, 23864761,2,0.101
28156,Hematology (Bulgaria),Hematology (Bulgaria),23677864,0,0.101
28157,Hercegovina,Hercegovina,25663429,1,0.101
28157,Hercegovina,Hercegovina, 27121844,1,0.101
28158,HERMES (France),HERMES (France),19631006,12,0.101
28158,HERMES (France),HERMES (France), 07679513,12,0.101
28159,Heron,Heron,15744078,28,0.101
28159,Heron,Heron, 00467316,28,0.101
28160,Heteroglossia,Heteroglossia,20841302,1,0.101
28160,Heteroglossia,Heteroglossia, 26577461,1,0.101
28161,Hirosaki Medical Journal,Hirosaki Medical Journal,4391721,6,0.101
28162,Historia scientiarum : international journal of the History of Science Society of Japan,Historia scientiarum : international journal of the History of Science Society of Japan,2854821,6,0.101
28163,Historia Urbana,Historia Urbana,1221650X,2,0.101
28164,Historica (Ostrava),Historica (Ostrava),2695060X,2,0.101
28164,Historica (Ostrava),Historica (Ostrava), 18037550,2,0.101
28165,Historical Materialism Book Series,Historical Materialism Book Series,15701522,7,0.101
28166,Historicka Demografie,Historicka Demografie,25709259,4,0.101
28166,Historicka Demografie,Historicka Demografie, 03230937,4,0.101
28167,Histories of Postwar Architecture,Histories of Postwar Architecture,26110075,2,0.101
28168,Historische Sprachforschung,Historische Sprachforschung,9353518,11,0.101
28169,Historisk tidskrift for Finland,Historisk tidskrift for Finland,467596,4,0.101
28170,History of Economic Thought and Policy,History of Economic Thought and Policy,22409971,3,0.101
28170,History of Economic Thought and Policy,History of Economic Thought and Policy, 2280188X,3,0.101
28171,History of Mechanism and Machine Science,History of Mechanism and Machine Science,18753426,7,0.101
28171,History of Mechanism and Machine Science,History of Mechanism and Machine Science, 18753442,7,0.101
28172,History of Photography,History of Photography,3087298,15,0.101
28173,Homme et la Societe,Homme et la Societe,00184306,8,0.101
28173,Homme et la Societe,Homme et la Societe, 21010226,8,0.101
28174,Horizons in Biblical Theology,Horizons in Biblical Theology,18712207,7,0.101
28174,Horizons in Biblical Theology,Horizons in Biblical Theology, 01959085,7,0.101
28175,Hotel Management,Hotel Management,21582122,4,0.101
28176,Hudebni Veda,Hudebni Veda,187003,5,0.101
28177,Human Rights,Human Rights,24236489,1,0.101
28177,Human Rights,Human Rights, 25386360,1,0.101
28178,Humanitas,Humanitas,08711569,1,0.101
28178,Humanitas,Humanitas, 21831718,1,0.101
28179,Hungarian Journal of English and American Studies,Hungarian Journal of English and American Studies,12187364,2,0.101
28179,Hungarian Journal of English and American Studies,Hungarian Journal of English and American Studies, 27320421,2,0.101
28180,Hungarian Studies,Hungarian Studies,02366568,6,0.101
28180,Hungarian Studies,Hungarian Studies, 15882772,6,0.101
28181,Hydro International,Hydro International,13854569,8,0.101
28182,HyperCultura,HyperCultura,25592025,1,0.101
28182,HyperCultura,HyperCultura, 22852115,1,0.101
28183,I Tatti Studies in the Italian Renaissance,I Tatti Studies in the Italian Renaissance,03935949,7,0.101
28183,I Tatti Studies in the Italian Renaissance,I Tatti Studies in the Italian Renaissance, 20376731,7,0.101
28184,Iconographica,Iconographica,17201764,2,0.101
28185,Illinois classical studies,Illinois classical studies,23285265,3,0.101
28185,Illinois classical studies,Illinois classical studies, 03631923,3,0.101
28186,Images,Images,18717993,6,0.101
28187,Imaginaire et Inconscient,Imaginaire et Inconscient,16289676,4,0.101
28188,In Esse: English Studies in Albania,In Esse: English Studies in Albania,20787413,2,0.101
28189,In Gremium. Studies in History. Culture and Politics,In Gremium. Studies in History. Culture and Politics,18992722,1,0.101
28190,Ink World,Ink World,1093328X,2,0.101
28191,International Bulk Journal,International Bulk Journal,2601087,1,0.101
28192,International Journal of Military History and Historiography,International Journal of Military History and Historiography,24683299,3,0.101
28192,International Journal of Military History and Historiography,International Journal of Military History and Historiography, 24683302,3,0.101
28193,International Journal of Platonic Tradition,International Journal of Platonic Tradition,18725082,9,0.101
28193,International Journal of Platonic Tradition,International Journal of Platonic Tradition, 18725473,9,0.101
28194,International Lawyer,International Lawyer,21696578,4,0.101
28194,International Lawyer,International Lawyer, 00207810,4,0.101
28195,International Paperworld IPW,International Paperworld IPW,16151720,8,0.101
28196,Internet Journal of Restorative Justice,Internet Journal of Restorative Justice,20562985,1,0.101
28197,Intrecci d'Arte,Intrecci d'Arte,22407251,1,0.101
28198,Iride,Iride,11227893,5,0.101
28199,Istrazivanja Journal of Historical Researches,Istrazivanja Journal of Historical Researches,03502112,2,0.101
28199,Istrazivanja Journal of Historical Researches,Istrazivanja Journal of Historical Researches, 24061131,2,0.101
28200,Italian Culture,Italian Culture,15590909,7,0.101
28200,Italian Culture,Italian Culture, 01614622,7,0.101
28201,Italienisch,Italienisch,1714996,2,0.101
28202,Itinera,Itinera,20399251,1,0.101
28203,Itineraria,Itineraria,15941019,1,0.101
28204,J19,J19,2166742X,2,0.101
28204,J19,J19, 21667438,2,0.101
28205,Japanese Journal of Clinical Ophthalmology,Japanese Journal of Clinical Ophthalmology,18821308,9,0.101
28205,Japanese Journal of Clinical Ophthalmology,Japanese Journal of Clinical Ophthalmology, 03705579,9,0.101
28206,Jazz Research Journal,Jazz Research Journal,17538645,1,0.101
28206,Jazz Research Journal,Jazz Research Journal, 17538637,1,0.101
28207,JEC Composites Magazine,JEC Composites Magazine,1639965X,10,0.101
28208,Journal for the Study of the Pseudepigrapha,Journal for the Study of the Pseudepigrapha,17455286,15,0.101
28208,Journal for the Study of the Pseudepigrapha,Journal for the Study of the Pseudepigrapha, 09518207,15,0.101
28209,Journal fur Anasthesie und Intensivbehandlung,Journal fur Anasthesie und Intensivbehandlung,9414223,5,0.101
28210,Journal fur Neurologie. Neurochirurgie und Psychiatrie,Journal fur Neurologie. Neurochirurgie und Psychiatrie,16081587,7,0.101
28210,Journal fur Neurologie. Neurochirurgie und Psychiatrie,Journal fur Neurologie. Neurochirurgie und Psychiatrie, 16809440,7,0.101
28211,Journal of Arabic Literature,Journal of Arabic Literature,00852376,14,0.101
28211,Journal of Arabic Literature,Journal of Arabic Literature, 1570064X,14,0.101
28212,Journal of Austrian-American History,Journal of Austrian-American History,24750913,2,0.101
28212,Journal of Austrian-American History,Journal of Austrian-American History, 24750905,2,0.101
